Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	245.744	0	0
FBgn0267873	257	79.879	0	0
FBgn0267896	719	541.552	0.000307	0.001
FBgn0260225	1197	1019.15	0	0
FBgn0040928	1085	907.153	4.26178	26
FBgn0262789	532	354.649	0.83855	2
FBgn0058461	391	213.787	0.000915	0.001
FBgn0042701	620	442.609	0.006932	0.021
FBgn0263493	352	174.815	0.000766	0.001
FBgn0265917	359	181.812	0	0
FBgn0262163	610	432.617	0.687424	2
FBgn0085831	237	60.101	0	0
FBgn0267108	321	143.832	0.000929	0.001
FBgn0051032	770	592.53	13.0494	52
FBgn0266102	391	213.787	0.004176	0.006
FBgn0053867	526	348.654	0.98633	2.313
FBgn0267026	323	145.83	0	0
FBgn0267519	2689	2511.15	3551.35	59974.8
FBgn0058005	1227	1049.15	0.172768	1.219
FBgn0039979	803	625.506	7.01799	29.522
FBgn0053318	523	345.655	0	0
FBgn0053805	440	262.728	0.006364	0.011
FBgn0267419	780	602.525	0	0
FBgn0267892	760	582.533	0	0
FBgn0267902	582	404.629	0	0
FBgn0262964	777	599.527	0.496043	2
FBgn0085790	1041	863.153	0.33254	1.93
FBgn0267879	601	423.62	0	0
FBgn0085291	1130	952.153	0.144166	0.923
FBgn0263093	1195.9	1018.05	24.8869	170.39
FBgn0267952	1290	1112.15	0	0
FBgn0030117	636	458.59	0.088989	0.274
FBgn0058182	291	113.849	0	0
FBgn0052518	75	26.617	5.58646	1
FBgn0027934	1345	1167.15	0	0
FBgn0085340	423	245.744	0	0
FBgn0263744	845	667.472	0	0
FBgn0263210	221	45.583	0	0
FBtr0346869	123	58.508	3.09992	1.22
FBgn0267427	697	519.559	0	0
FBgn0263975	1131	953.153	3.58809	23
FBgn0267869	420	242.748	0.00022	0
FBgn0037560	956.77	779.187	47.8994	251
FBgn0263212	220	44.758	0	0
FBgn0085732	1478.87	1301.03	71.7701	627.959
FBgn0267593	610	432.617	0	0
FBgn0058100	394	216.783	7.59215	11.069
FBgn0264888	465	287.704	1.03367	2
FBgn0037143	1446	1268.15	0.234508	2
FBgn0262510	501	323.675	5.01742	10.922
FBgn0263771	276	98.86	0	0
FBgn0053315	421	243.746	0.610042	1
FBgn0050029	480	302.703	0	0
FBgn0085791	1041	863.153	0.037661	0.219
FBgn0085804	252	74.892	0	0
FBgn0267876	766	588.531	0	0
FBgn0267494	656	478.575	0	0
FBgn0085792	1211	1033.15	1.78439	12.398
FBgn0053013	2636	2458.15	0	0
FBgn0266211	1668	1490.15	1.29721	13
FBgn0265141	1303	1125.15	0	0
FBgn0051292	451.92	274.636	2.78278	5.14
FBgn0053294	1947.99	1770.14	2.85608	34
FBgn0000280	166	25.677	5.79108	1
FBgn0262885	102	43.725	0	0
FBgn0011812	456	278.713	0	0
FBgn0265533	403.316	226.079	0.000516	0.001
FBgn0052496	778	600.527	1.04969	4.239
FBgn0052009	3001.05	2823.2	1.30551	24.787
FBtr0347033	1076	898.153	0	0
FBgn0262688	493	315.681	0.471031	1
FBgn0053222	548.609	371.251	1.53805	3.84
FBgn0266940	581	403.629	0	0
FBgn0262565	802	624.507	0	0
FBgn0263002	361	183.811	0.808961	1
FBgn0084049	531	353.65	15.7659	37.497
FBgn0263211	352	174.815	0.000738	0.001
FBgn0267872	775	597.528	0	0
FBgn0262031	330	152.827	30.5191	31.367
FBgn0267014	274	96.862	6.18036	4.026
FBgn0039987	184	23.602	0	0
FBgn0261640	810	632.5	1.408	5.989
FBgn0052761	71	24.259	0	0
FBgn0267863	274	96.862	0	0
FBgn0052034	74	26.033	0	0
FBgn0262795	735	557.544	0	0
FBgn0261856	450	272.717	1.09048	2
FBgn0051485	73	25.445	0	0
FBgn0267610	864	686.455	0	0
FBgn0262851	1188	1010.15	12.5546	85.288
FBgn0053416	143	62.461	6.85958	2.881
FBgn0267520	357	179.812	4.23793	5.125
FBgn0085765	30	5.486	0	0
FBgn0267424	659	481.573	0	0
FBgn0030116	1305	1127.15	0.131921	1
FBgn0031135	363	185.809	0	0
FBgn0263213	224	48.127	0	0
FBgn0267878	266	88.867	0	0
FBgn0058441	177	22.473	0	0
FBgn0267864	485	307.685	0	0
FBgn0085500	687	509.565	0	0
FBgn0085784	479	301.692	0.002352	0.005
FBgn0262848	1188	1010.15	5.73325	38.948
FBgn0063924	307	129.839	0.000436	0
FBgn0262616	554	376.641	0	0
FBgn0267891	718	540.552	0.000307	0.001
FBgn0053491	369	191.805	0.002905	0.004
FBgn0050374	600	422.62	0	0
FBtr0347034	740	562.54	0	0
FBgn0267898	414	236.758	0.000207	0
FBgn0260469	924.146	746.582	1.08995	5.472
FBgn0267874	253	75.889	0	0
FBgn0030243	4727.4	4549.56	50.6364	1549.29
FBgn0032269	1867	1689.15	0	0
FBgn0266369	2930	2752.15	18.2077	337
FBgn0032596	774.161	596.688	133.572	536
FBgn0033770	715	537.553	0.276616	1
FBgn0259237	2786	2608.15	0	0
FBgn0013685	525	347.655	1.28313	3
FBgn0031021	768	590.531	83.3458	331
FBgn0033491	3329	3151.15	7.57717	160.575
FBgn0051141	961	783.405	0	0
FBgn0284082	778	600.527	0	0
FBgn0036396	1352	1174.15	7.97837	63
FBgn0036641	893.09	715.518	24.3144	117
FBgn0027594	4503.79	4325.94	211.669	6158
FBgn0261954	7915.45	7737.6	59.343	3088
FBgn0029987	639	461.588	0.644279	2
FBgn0031660	1138.56	960.715	124.749	806
FBgn0038619	935.916	758.351	16.4705	84
FBgn0001341	3680	3502.15	8.74642	206
FBgn0037541	7058.85	6881.01	30.7835	1424.53
FBgn0016701	1188.05	1010.3	63.2876	430
FBgn0039110	1769.58	1591.74	54.4622	583
FBgn0038839	2837.5	2659.65	0	0
FBgn0264307	3670.06	3492.21	11.5844	272.067
FBgn0263355	3606.83	3428.98	56.1815	1295.57
FBgn0032482	2180.37	2002.53	191.649	2580.99
