Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	241.766	0	0
FBgn0267873	257	75.892	0	0
FBgn0267896	719	537.607	0.000253	0.001
FBgn0260225	1197	1015.29	0.02986	0.268
FBgn0040928	1085	903.293	3.63526	29
FBgn0262789	532	350.677	0.645785	2
FBgn0058461	391	209.804	0.643089	1.192
FBgn0042701	620	438.649	0.301752	1.169
FBgn0263493	352	170.823	0.000212	0
FBgn0265917	359	177.821	0	0
FBgn0262163	610	428.657	0.264153	1
FBgn0085831	237	55.985	0	0
FBgn0267108	321	139.838	0.000537	0.001
FBgn0051032	770	588.585	13.4665	70
FBgn0266102	391	209.804	2.2833	4.231
FBgn0053867	526	344.681	0.016132	0.049
FBgn0267026	323	141.837	0.000128	0
FBgn0267519	2689	2507.29	1852.97	41030.5
FBgn0058005	1227	1045.29	0.100384	0.927
FBgn0039979	803	621.563	7.77574	42.684
FBgn0053318	523	341.683	0.331392	1
FBgn0053805	440	258.746	0.003957	0.009
FBgn0267419	780	598.579	0	0
FBgn0267892	760	578.588	0.00026	0.001
FBgn0267902	582	400.666	0	0
FBgn0262964	777	595.58	0.190119	1
FBgn0085790	1041	859.293	0.486067	3.689
FBgn0267879	601	419.662	0	0
FBgn0085291	1130	948.293	0.081191	0.68
FBgn0263093	1194.61	1012.91	29.7649	266.262
FBgn0267952	1290	1108.29	0	0
FBgn0030117	636	454.63	0.067867	0.272
FBgn0058182	291	109.856	0	0
FBgn0052518	75	26.01	0	0
FBgn0027934	1345	1163.29	0	0
FBgn0085340	423	241.766	0	0
FBgn0263744	845	663.545	0	0
FBgn0263210	221	41.38	0	0
FBtr0346869	123	49.897	2.67751	1.18
FBgn0267427	697	515.614	0	0
FBgn0263975	1131	949.293	2.50487	21
FBgn0267869	420	238.77	0.000321	0.001
FBgn0037560	964.067	782.524	46.1592	319
FBgn0263212	220	40.566	0	0
FBgn0085732	1474.53	1292.82	80.6204	920.486
FBgn0267593	610	428.657	0	0
FBgn0058100	394	212.802	5.17106	9.718
FBgn0264888	465	283.727	0	0
FBgn0037143	1446	1264.29	0.089561	1
FBgn0262510	501	319.697	1.71718	4.848
FBgn0263771	276	94.872	0	0
FBgn0053315	421	239.769	0	0
FBgn0050029	480	298.726	0	0
FBgn0085791	1041	859.293	0.036014	0.273
FBgn0085804	252	70.899	0	0
FBgn0267876	766	584.586	0.00026	0.001
FBgn0267494	656	474.619	0	0
FBgn0085792	1211	1029.29	1.42808	12.982
FBgn0053013	2636	2454.29	0	0
FBgn0266211	1668	1486.29	1.75222	23
FBgn0265141	1303	1121.29	0	0
FBgn0051292	440.627	259.374	0.018732	0.043
FBgn0053294	1989.75	1808.05	2.69293	43
FBgn0000280	166	13.256	0	0
FBgn0262885	102	39.697	0	0
FBgn0011812	456	274.732	0	0
FBgn0265533	384.5	203.297	0	0
FBgn0052496	778	596.579	1.73512	9.142
FBgn0052009	2998.19	2816.48	0.817101	20.324
FBtr0347033	1076	894.293	0	0
FBgn0262688	493	311.701	0	0
FBgn0053222	541.068	359.743	3.18068	10.106
FBgn0266940	581	399.666	0	0
FBgn0262565	802	620.563	0.182465	1
FBgn0263002	361	179.82	0	0
FBgn0084049	531	349.678	15.9571	49.278
FBgn0263211	352	170.823	0.00093	0.001
FBgn0267872	775	593.581	0.000261	0.001
FBgn0262031	330	148.833	39.8849	52.425
FBgn0267014	274	92.874	7.50077	6.152
FBgn0039987	184	16.581	0	0
FBgn0261640	810	628.56	0.619301	3.438
FBgn0052761	71	24.101	0	0
FBgn0267863	274	92.874	0	0
FBgn0052034	74	25.524	0	0
FBgn0262795	735	553.599	0	0
FBgn0261856	450	268.736	0.007019	0.017
FBgn0051485	73	25.031	0	0
FBgn0267610	864	682.512	0	0
FBgn0262851	1188	1006.29	9.18225	81.603
FBgn0053416	143	54.497	0	0
FBgn0267520	357	175.822	1.603	2.489
FBgn0085765	30	11.084	0	0
FBgn0267424	659	477.619	0	0
FBgn0030116	1305	1123.29	0	0
FBgn0031135	363	181.819	0	0
FBgn0263213	224	43.899	0	0
FBgn0267878	266	84.883	0	0
FBgn0058441	177	13.601	0	0
FBgn0267864	485	303.709	0.00015	0
FBgn0085500	687	505.617	0	0
FBgn0085784	479	297.715	0.003543	0.009
FBgn0262848	1188	1006.29	9.24276	82.141
FBgn0063924	307	125.845	1.52362	1.693
FBgn0262616	554	372.672	0	0
FBgn0267891	718	536.607	0.00051	0.002
FBgn0053491	369	187.817	0.002315	0.004
FBgn0050374	600	418.662	1.62275	6
FBtr0347034	740	558.593	0	0
FBgn0267898	414	232.776	0.000301	0.001
FBgn0260469	919.053	737.544	0.556853	3.627
FBgn0267874	253	71.898	0	0
FBgn0030243	4715.1	4533.39	34.6932	1389
FBgn0032269	1866.98	1685.27	0.067188	1
FBgn0266369	2930	2748.29	20.6003	500
FBgn0032596	776.497	595.078	186.855	982
FBgn0033770	673	491.622	0	0
FBgn0259237	2786	2604.29	0	0
FBgn0013685	525	343.682	1.97679	6
FBgn0031021	768	586.586	59.2615	307
FBgn0033491	3329	3147.29	6.0287	167.57
FBgn0051141	961	779.458	0	0
FBgn0284082	778	596.579	0	0
FBgn0036396	1352	1170.29	8.46841	87.525
FBgn0036641	882.806	701.303	39.0729	242
FBgn0027594	4471.82	4290.12	133.102	5043
FBgn0261954	7820.45	7638.75	48.1145	3245.88
FBgn0029987	639	457.628	0.989722	4
FBgn0031660	1138.35	956.646	151.504	1280
FBgn0038619	938.058	756.543	20.2053	135
FBgn0001341	3680	3498.29	8.22135	254
FBgn0037541	7050.1	6868.39	27.7836	1685.3
FBgn0016701	1149.01	967.374	61.8024	528
FBgn0039110	1769.52	1587.81	67.1765	942
FBgn0038839	2837.5	2655.79	0	0
FBgn0264307	3337.68	3155.98	9.39227	261.782
FBgn0263355	3558.14	3376.43	38.9585	1161.7
FBgn0032482	2176.61	1994.9	155.58	2741
FBgn0050082	843	661.546	0	0
FBgn0033698	5896	5714.29	20.1126	1015
FBgn0032240	530	348.678	141.855	436.822
FBgn0029925	1070	888.293	25.2392	198
FBgn0039017	1757	1575.29	7.97861	111
FBgn0259711	908	726.494	12.6246	81
FBgn0051140	5736.32	5554.61	7.60363	373
FBgn0036813	1221	1039.29	49.0276	450
FBgn0004379	2915.55	2733.84	24.851	599.999
FBgn0036158	782	600.577	0	0
FBgn0031816	1999.28	1817.57	12.6465	203
FBgn0034923	1674.67	1492.97	30.9828	408.512
FBgn0039582	1151	969.293	0	0
FBgn0051635	6335.67	6153.96	9.86225	535.999
FBgn0263117	5200.04	5018.34	0.052921	2.345
FBgn0030259	717	535.607	0.211407	1
FBgn0029858	2037.86	1856.16	12.5717	206.083
FBgn0260745	2912.76	2731.06	180.353	4350
FBgn0015791	1154.69	972.985	136.275	1171
FBgn0051453	1564.84	1383.13	67.8666	829
FBgn0025574	2069.52	1887.81	21.2929	355
FBgn0039637	3177.63	2995.92	77.8956	2061
FBgn0023095	4718.25	4536.54	1.49759	60
FBgn0014022	1444	1262.29	16.4156	183
FBgn0035134	1243	1061.29	1.17361	11
FBgn0044826	3595.89	3414.18	70.177	2116
FBgn0030937	1405	1223.29	0	0
FBgn0085213	715	533.608	0.212199	1
FBgn0039875	2415.74	2234.03	69.8942	1379
FBgn0037736	4032.31	3850.6	0.235248	8
FBgn0024732	2153	1971.29	21.023	366
FBgn0053700	1116	934.293	0	0
FBgn0260747	999.567	817.991	230.617	1666
FBgn0038011	1767	1585.29	0	0
FBgn0066365	2783.6	2601.89	0.043519	1
FBgn0039863	5863.4	5681.69	36.6098	1837
FBgn0037721	843.323	661.869	1.36862	8
FBgn0036459	2408	2226.29	0	0
FBgn0038291	1731	1549.29	14.9095	204
FBgn0001114	3262.38	3080.68	1023.67	27850.9
FBgn0262894	324	142.836	0	0
FBgn0015772	4933.21	4751.5	13.2975	558
FBgn0030873	1712.47	1530.76	96.4576	1304
FBgn0086675	7201.9	7020.19	0.126195	7.823
FBgn0038223	4231.16	4049.46	10.9281	390.818
FBgn0027081	2317.86	2136.15	233.072	4397
FBgn0043458	3245.13	3063.43	58.5669	1584.51
FBgn0262010	471	289.724	0	0
FBgn0259963	337	155.829	0	0
FBgn0010238	2156	1974.29	115.222	2009
FBgn0034184	3038	2856.29	34.9649	882
FBgn0000018	1794	1612.29	21.4201	305
FBgn0032809	910	728.494	1.24345	8
FBgn0036605	513	331.688	0.588327	1.723
FBgn0052280	1130.99	949.286	41.7481	350
FBgn0000055	1194.27	1012.56	0.178469	1.596
FBgn0033657	3918	3736.29	0.121223	4
FBgn0035421	1684	1502.29	21.6318	287
FBgn0030666	1632.47	1450.76	0.709495	9.09
FBgn0011202	4117.09	3935.38	37.0879	1289
FBgn0050091	1681	1499.29	0.075523	1
FBgn0033260	3382.63	3200.92	33.9949	961
FBgn0283427	8586.51	8404.8	838.105	62210
FBgn0033740	2221.35	2039.64	18.7641	338
FBgn0011725	2758.81	2577.1	27.6322	628.9
FBgn0034377	761	579.587	0.586095	3
FBgn0284248	680.993	499.611	810.233	3575
FBgn0040674	712.5	531.088	0	0
FBgn0036323	1637	1455.29	0	0
FBgn0038260	1973	1791.29	2.40205	38
FBgn0034617	1987	1805.29	11.9171	190
FBgn0262018	7567	7385.29	0	0
FBgn0031873	840	658.549	22.0084	128
FBgn0032366	866	684.511	0	0
FBgn0035241	4589.19	4407.48	0.720976	28.064
FBgn0260049	2272.13	2090.43	170.733	3152
FBgn0015558	4438.6	4256.9	0.664987	25.001
FBgn0267875	162	16.795	0	0
FBgn0003870	4166.42	3984.71	29.894	1052
FBgn0053061	1277.9	1096.19	0.103295	1
FBgn0041181	4928	4746.29	0.023857	1
FBgn0039778	933	751.488	0	0
FBgn0014455	1600.81	1419.11	247.989	3108
FBgn0030462	936.667	755.141	0	0
FBgn0051832	762	580.586	0	0
FBgn0000259	1573.69	1392.06	124.193	1526.82
FBgn0261581	717.5	536.09	0	0
FBgn0039271	836	654.55	8.47655	49
FBgn0031463	1194	1012.29	0	0
FBgn0014006	4618.71	4437	32.6652	1280
FBgn0037150	1456	1274.29	15.1947	171
FBgn0030294	1628	1446.29	12.8397	164
FBgn0036039	2150.52	1968.82	13.9684	242.876
FBgn0029676	2017.34	1835.64	72.4762	1174.94
FBgn0037475	1444.5	1262.79	0	0
FBgn0052076	1529	1347.29	27.9865	333
FBgn0058354	1400	1218.29	2.85023	30.667
FBgn0033738	3602.56	3420.85	41.4746	1253
FBgn0064126	1580.04	1398.33	46.9158	579.38
FBgn0039115	970	788.448	18.1683	126.509
FBgn0010356	2362	2180.29	20.7216	399
FBgn0051100	2434.88	2253.17	0.100509	2
FBgn0263249	318	136.84	0	0
FBgn0039635	1174.93	993.286	186.726	1638
FBgn0050010	708.595	527.205	4.29552	20
FBgn0034495	1429	1247.29	16.1591	178
FBgn0005617	3840.15	3658.45	28.5674	923
FBgn0030703	1448.26	1266.55	111.036	1242
FBgn0036574	4095.93	3914.22	15.1489	523.676
FBgn0038742	1418	1236.29	82.2471	898
FBgn0003162	1642.04	1460.34	5.81533	75
FBgn0046999	672	490.618	0.230793	1
FBgn0037345	831	649.551	18.6525	107
FBgn0037050	1511.9	1330.19	10.6405	125
FBgn0029783	1121.45	939.738	8.79593	73
FBgn0261269	3722.33	3540.62	5.30878	166
FBgn0264270	2291.44	2109.74	47.1752	878.975
FBgn0259822	5700.65	5518.94	0.022153	1.079
FBgn0034035	1562	1380.29	30.1065	367
FBgn0039270	868	686.51	12.8651	78
FBgn0031626	1990	1808.29	0	0
FBgn0051324	1936.55	1754.85	54.1852	839.757
FBgn0260858	1469	1287.29	51.457	585
FBgn0031874	1728.72	1547.01	5.93119	81.034
FBgn0262719	7923.37	7741.66	0.29273	20.014
FBgn0082831	6729.16	6547.46	31.3711	1814
FBgn0259239	3472.09	3290.38	0.103238	3
FBgn0036146	755	573.59	4.73262	23.974
FBgn0035073	3322	3140.29	15.7396	436.514
FBgn0020371	789	607.572	0	0
FBgn0032845	1542.66	1360.95	5.49119	66
FBgn0283651	4406.85	4225.14	0.669985	25
FBgn0267824	2632	2450.29	33.8719	732.979
FBgn0069973	900.181	718.675	16.3858	104
FBgn0036301	1709	1527.29	17.5708	237
FBgn0265048	4744	4562.29	163.06	6570
FBgn0261057	237.5	57.138	0	0
FBgn0052564	1448	1266.29	0.089419	1
FBgn0030797	1039.41	857.882	14.6154	110.732
FBgn0001296	2185.25	2003.55	4.06911	72
FBgn0259972	1093	911.293	0.152975	1.231
FBgn0053986	871	689.507	0	0
FBgn0032435	2743	2561.29	0.088417	2
FBgn0033905	1134.29	952.586	20.8017	175
FBgn0029539	639.555	458.184	0.000299	0.002
FBgn0030502	2962.96	2781.25	73.9425	1816.22
FBgn0032554	1230	1048.38	0	0
FBgn0036410	2288.73	2107.02	0.483658	9
FBgn0025390	6068.87	5887.17	3.77269	196.151
FBgn0038394	1047	865.293	1.06182	8.114
FBgn0029715	1083.41	901.704	69.9451	557
FBgn0034911	6361	6179.29	0.183243	10
FBgn0026063	2066	1884.29	1.09483	18.219
FBgn0032375	787.575	606.149	0.186804	1
FBgn0033665	1878	1696.29	10.4133	156
FBgn0085380	3223	3041.29	0	0
FBgn0037493	813	631.558	0	0
FBgn0053701	315	133.841	0	0
FBgn0032189	1259	1077.29	11.0362	105
FBgn0033726	683	501.617	0	0
FBgn0037526	2192.89	2011.19	7.31395	129.909
FBgn0028902	2092.59	1910.89	0.237023	4
FBgn0050289	1164	982.293	0.115272	1
FBgn0038131	1100	918.293	0	0
FBgn0004910	2728.17	2546.47	0.088932	2
FBgn0037715	1039.99	858.279	19.7892	150
FBgn0038151	1571	1389.29	0	0
FBgn0005391	1583.75	1402.05	0.080761	1
FBgn0265416	4441.84	4260.14	0.053608	2.017
FBgn0033115	1377.16	1195.46	16.2915	172
FBgn0029587	2943.25	2761.54	1.30054	31.718
FBgn0034300	5059.08	4877.38	13.9758	602
FBgn0265464	2788	2606.29	6.56024	151
FBgn0036112	761	579.587	0	0
FBgn0262730	8113.34	7931.63	26.436	1851.79
FBgn0262512	659	477.619	90.0882	380
FBgn0015279	4412.88	4231.18	56.6801	2118
FBgn0039831	2818	2636.3	67.8147	1578.89
FBgn0261673	1853.35	1671.65	6.84136	101.001
FBgn0026570	1226.02	1044.31	47.3824	437
FBgn0031574	3462.1	3280.39	8.2497	238.999
FBgn0036761	1779.88	1598.17	52.7127	744
FBgn0085385	5875	5693.29	0.009771	0.491
FBgn0027296	2031.49	1849.78	9.97776	163
FBgn0033259	2863	2681.29	30.0256	711
FBgn0033616	1893	1711.29	9.59421	145
FBgn0030224	1034	852.293	0	0
FBgn0016685	915.997	734.488	358.738	2327
FBgn0003888	2516.66	2334.96	362.126	7467.45
FBgn0025381	2146.3	1964.6	350.616	6083.31
FBgn0052667	368	186.817	1.81832	3
FBgn0031771	1556.44	1374.74	125.523	1523.97
FBgn0042133	1168	986.293	4.8218	42
FBgn0028546	1068.35	886.642	86.8413	680
FBgn0037620	1159	977.293	2.20138	19
FBgn0086710	477.181	295.898	3135.98	8195
FBgn0036028	1427	1245.29	10.5476	116
FBgn0000046	1641.84	1460.14	1.36348	17.583
FBgn0034568	3378.48	3196.78	0.495886	14
FBgn0035464	2240.06	2058.35	51.82	942
FBgn0032331	1716	1534.29	0.221401	3
FBgn0261380	1356	1174.29	24.8776	258
FBgn0039196	1506	1324.29	0	0
FBgn0051683	1880.12	1698.41	5.11918	76.785
FBgn0011754	2931.17	2749.46	29.0586	705.596
FBgn0003250	1349	1167.29	0.097003	1
FBgn0028872	1850.33	1668.63	0	0
FBgn0003975	3463	3281.29	0.138032	4
FBgn0040751	379	197.813	24.3697	42.573
FBgn0039958	2074.1	1892.39	28.3446	473.715
FBgn0034201	544.482	363.204	0.311755	1
FBgn0032390	842.461	661.007	65.9508	385
FBgn0031144	1958.67	1776.96	45.561	715.001
FBgn0037481	943	761.48	22.1561	149
FBgn0033457	1060.01	878.302	24.4949	190
FBgn0037974	1249.6	1067.9	26.1304	246.439
FBgn0038033	1754	1572.29	0.042949	0.596
FBgn0029689	2699	2517.29	12.5048	278
FBgn0036784	2074	1892.29	0	0
FBgn0085458	750	568.591	0	0
FBgn0033787	1111.82	930.118	5.72171	47
FBgn0031955	5710.13	5528.42	0.368669	18
FBgn0054011	1090	908.293	0	0
FBgn0051092	4019.54	3837.83	7.21533	244.554
FBgn0003218	5091.29	4909.58	14.3915	624
FBgn0029687	2568.06	2386.36	79.4559	1674.54
FBgn0033460	4654.36	4472.65	51.5187	2035
FBgn0039664	1341.3	1159.59	9.28596	95.097
FBgn0037802	1114	932.293	6.80145	56
FBgn0014002	2080.18	1898.47	933.827	15656.9
FBgn0051454	1736	1554.29	0.218552	3
FBgn0046886	1227	1045.29	0	0
FBgn0261060	329	147.833	0	0
FBgn0039349	1857.78	1676.08	23.5099	348
FBgn0036230	922.5	740.99	0	0
FBgn0085599	1023	841.293	13.4792	100.148
FBgn0030292	477	295.717	63.562	166
FBgn0039132	1032.51	850.886	58.4197	439
FBgn0032790	1215	1033.29	14.1362	129
FBgn0029996	2590.17	2408.46	40.761	867
FBgn0264830	262	80.887	0	0
FBgn0083972	706	524.613	3.88508	18
FBgn0052221	1606	1424.29	11.766	148
FBgn0061209	595	413.663	0.075697	0.277
FBgn0019938	5078	4896.29	27.6586	1196
FBgn0029920	757	575.589	0.002845	0.014
FBgn0259728	885	703.499	13.4748	83.718
FBgn0052732	2189	2007.29	16.3428	289.716
FBgn0030164	1289.75	1108.04	0	0
FBgn0033785	1901.63	1719.92	9.17593	139.377
FBgn0250839	1002.19	820.599	0.137986	1.001
FBgn0267887	453	271.734	0.000123	0
FBgn0267365	936	754.485	24.9128	166
FBgn0032150	1075.2	893.51	4.8156	38
FBgn0035360	1631.15	1449.44	1.49262	19.106
FBgn0035833	3722	3540.29	16.6314	520
FBgn0034849	774.367	592.949	70.6309	369.868
FBgn0035041	2875.1	2693.39	0.336323	8
